time,sarea
2019-01-02 11:13:27,437.12455254901965
2019-01-14 11:13:27,432.4199737254903
2019-01-26 11:13:27,426.7940674509805
2019-02-07 11:13:27,418.169188627451
2019-02-19 11:13:27,413.065414509804
2019-03-03 11:13:27,408.4978356862745
2019-03-15 11:13:27,399.0487486274511
2019-03-27 11:13:27,394.96938784313727
2019-04-08 11:13:27,400.63495764705885
2019-04-20 11:13:27,388.71214
2019-05-02 11:13:27,374.21795647058826
2019-05-14 11:13:27,356.1278541176471
2019-05-26 11:13:27,347.4245603921569
2019-06-07 11:13:27,338.7212666666667
2019-06-19 11:13:27,341.51774862745106
2019-07-01 11:13:27,340.1502514169988
2019-07-01 11:13:31,340.1502461411608
2019-07-13 11:13:31,338.7827489307085
2019-07-25 11:13:31,337.41525172025626
2019-08-06 11:13:31,336.04775450980395
2019-08-18 11:13:31,368.4366337254902
2019-08-30 11:13:31,386.6691996078432
2019-09-11 11:13:31,400.59613647058825
2019-09-23 11:13:31,407.82638
2019-10-05 11:13:31,409.0714823529412
2019-10-17 11:13:31,416.14431294117645
2019-10-29 11:13:31,414.9227423529412
2019-11-10 11:13:31,421.16040274509805
2019-11-22 11:13:31,423.3431764705883
2019-12-04 11:13:31,424.83880784313726
2019-12-16 11:13:31,426.9136207843138
2019-12-28 11:13:31,424.6431690196079
2020-01-02 11:21:55,422.6578835294117
2020-01-14 11:21:55,416.6580788235294
2020-01-26 11:21:55,411.6105815686274
2020-02-07 11:21:55,407.43014313725496
2020-02-19 11:21:55,403.7857270588236
2020-03-02 11:21:55,395.62822274509807
2020-03-14 11:21:55,389.0791862745098
2020-03-26 11:21:55,380.90451686274514
2020-04-07 11:21:55,377.0090423529412
2020-04-19 11:21:55,375.180377254902
2020-05-01 11:21:55,363.40112
2020-05-13 11:21:55,358.5710117647059
2020-05-25 11:21:55,352.05734588235293
2020-06-06 11:21:55,347.21469647058825
2020-06-18 11:21:55,353.7751533333333
2020-06-30 11:21:55,362.9564501960784
2020-07-04 22:59:49,364.7583862745098
2020-07-16 22:59:49,367.92874509803926
2020-07-28 22:59:49,370.9131454901961
2020-08-09 22:59:49,388.2728631372549
2020-08-21 22:59:49,415.3609623529412
2020-09-02 22:59:49,430.9378223529412
2020-09-14 22:59:49,435.0586133333334
2020-09-26 22:59:49,438.6385984313725
2020-10-08 22:59:49,441.5931643137254
2020-10-20 22:59:49,442.24370862745104
2020-11-01 22:59:49,441.5406364705883
2020-11-13 22:59:49,440.4168698039216
2020-11-25 22:59:49,436.6202866666666
2020-12-07 22:59:49,433.22828784313725
2020-12-19 22:59:49,428.804994509804
2020-12-31 22:59:49,425.29941372549024
2021-01-03 11:13:40,423.6380164705882
2021-01-15 11:13:40,420.12142117647056
2021-01-27 11:13:40,418.4097337254902
2021-02-08 11:13:40,415.18486352941176
2021-02-20 11:13:40,412.4513188235295
2021-03-04 11:13:40,407.8218396078431
2021-03-16 11:13:40,403.2096364705882
2021-03-28 11:13:40,394.88831450980393
2021-04-09 11:13:40,386.3039937254902
2021-04-21 11:13:40,373.3671678431373
2021-05-03 11:13:40,375.3732643137255
2021-05-15 11:13:40,354.0425423529412
2021-05-27 11:13:40,349.040868627451
2021-06-08 11:13:40,360.27831254901963
2021-06-20 11:13:40,373.2689031372549
2021-07-02 11:13:40,367.8118678431373
2021-07-02 11:13:43,367.8118678431373
2021-07-14 11:13:43,365.9336168627451
2021-07-26 11:13:43,386.674617254902
2021-08-07 11:13:43,394.4542878431373
2021-08-19 11:13:43,410.641728627451
2021-08-31 11:13:43,419.8364705882353
2021-09-12 11:13:43,426.3890588235295
2021-09-24 11:13:43,431.4552898039216
2021-10-06 11:13:43,434.1453494117648
2021-10-18 11:13:43,435.215731372549
2021-10-30 11:13:43,437.7903270588235
2021-11-11 11:13:43,437.92067921568633
2021-11-23 11:13:43,438.368297254902
2021-12-05 11:13:43,438.40600352941175
2021-12-17 11:13:43,435.99357333333336
2021-12-29 11:13:43,432.9195250980392
2022-01-03 11:22:07,432.84411686274507
2022-01-15 11:22:07,432.057214509804
2022-01-27 11:22:07,427.70168156862735
2022-02-08 11:22:07,423.329748627451
2022-02-20 11:22:07,424.6682529411765
2022-03-04 11:22:07,418.7805341176471
2022-03-16 11:22:07,411.0526898039216
2022-03-28 11:22:07,409.31731647058825
2022-04-09 11:22:07,404.49055
2022-04-21 11:22:07,399.6637835294117
2022-05-03 11:22:07,384.82922352941176
2022-05-03 11:22:07,399.27375882352953
2022-05-15 11:22:07,379.2141458823529
2022-05-15 11:22:07,390.88290156862746
2022-05-27 11:22:07,378.74576509803927
2022-06-03 11:13:48,375.04526
2022-06-03 11:13:48,387.3956517647059
2022-06-15 11:13:48,367.1670407843137
2022-06-27 11:13:48,364.3704778235144
2022-07-02 11:22:06,363.2039
2022-07-14 11:22:06,366.2545764705882
2022-07-14 11:22:06,358.9945419607843
2022-07-26 11:22:06,396.51978470588233
2022-08-02 11:13:51,387.6561827450981
2022-08-02 11:13:51,385.8341996078431
2022-08-14 11:13:51,406.9123117647059
2022-08-26 11:13:51,407.3865398528132
2022-09-04 22:59:58,407.7615894117648
2022-09-04 22:59:58,419.0927580392157
2022-09-04 22:59:58,419.09275803921577
2022-09-16 22:59:58,426.4572282352941
2022-09-16 22:59:58,421.1139890196079
2022-09-28 22:59:58,427.1950196078432
2022-10-01 11:13:54,435.5636572549019
2022-10-01 11:13:54,435.563657254902
2022-10-13 11:13:54,
